# index, vids, hemisphere, homologue, cell_type, annotations, cluster, _pos
308,4338596,left,15652529,sensory,gustatory-external,3,"array([0.57373364, 0.91114644])"
309,4073353,right,7527710,sensory,olfactory,1,"array([0.54830018, 0.89013057])"
310,7394271,left,8231264,LN,no official annotation,10,"array([0.55459365, 0.87727278])"
311,2571761,right,3547397,sensory,olfactory,2,"array([0.52779942, 0.89651235])"
312,3963891,right,3716797,sensory,olfactory,1,"array([0.54353318, 0.88766353])"
313,15689373,left,15588691,sensory,gustatory-external,3,"array([0.53485351, 0.89225623])"
314,15714639,left,15595950,sensory,gustatory-external,3,"array([0.52061418, 0.83712577])"
315,13968203,right,11195708,DN-SEZ,no official annotation,15,"array([0.55469301, 0.86510367])"
316,15716934,left,15746421,sensory,gustatory-external,3,"array([0.53216352, 0.84458325])"
317,2610744,left,3985829,sensory,thermo-warm,2,"array([0.51886191, 0.87749035])"
318,2608843,right,3410499,sensory,olfactory,1,"array([0.52324158, 0.89638359])"
319,8273369,left,4247099,LN,no official annotation,10,"array([0.55527087, 0.88225406])"
320,17356450,left,17355872,DN-SEZ,no official annotation,15,"array([0.55664506, 0.83531067])"
321,4023881,right,5093516,sensory,thermo-warm,2,"array([0.51709574, 0.89153142])"
322,15589362,right,15716094,sensory,gustatory-external,5,"array([0.56888573, 0.92765057])"
323,15673925,left,15615776,sensory,gustatory-external,5,"array([0.50534521, 0.88136103])"
324,8198416,right,7941652,LN,_broad D1,10,"array([0.55241613, 0.87535551])"
325,3790004,right,6791927,sensory,olfactory,1,"array([0.53095112, 0.88771733])"
326,3813723,right,5090549,sensory,olfactory,2,"array([0.53300397, 0.88411299])"
327,5247102,right,10555409,LN,no official annotation,10,"array([0.56283556, 0.88832895])"
328,7658146,right,3771794,sensory,olfactory,2,"array([0.52281064, 0.8723488 ])"
329,4076389,right,6340439,sensory,olfactory,2,"array([0.53466466, 0.88796624])"
330,8231264,right,7394271,LN,no official annotation,10,"array([0.56161109, 0.89197797])"
331,2584838,right,3768025,sensory,olfactory,2,"array([0.53380837, 0.86240085])"
332,8132513,,-1,,,0,"array([0.59671406, 0.76540431])"
333,5516552,right,7540581,MB-FBN,FBN-13; mechano-Ch 2nd_order PN,64,"array([0.58084444, 0.77481848])"
334,17336347,right,18412747,PN-somato,proprio 2nd_order PN,69,"array([0.59094212, 0.74705147])"
335,15741865,left,6290724,MB-FBN,CN-32; FBN-10,82,"array([0.59722377, 0.81108941])"
336,6290724,right,15741865,MB-FBN,CN-32; FBN-10,82,"array([0.59075563, 0.80741983])"
337,14000746,left,16699958,MB-FBN,CN-33; FAN-7,82,"array([0.59858732, 0.79987591])"
338,9965610,,-1,,,0,"array([0.59124411, 0.76919701])"
339,9870483,left,12935696,CN,PL-12,85,"array([0.60926075, 0.75711327])"
340,9612903,left,17535542,pre-DN-SEZ,no official annotation,85,"array([0.59098482, 0.72450864])"
341,4227831,,-1,,,0,"array([0.58511739, 0.7791216 ])"
342,17110007,left,6188181,pre-DN-VNC,no official annotation,85,"array([0.59385227, 0.72289661])"
343,15539984,left,8271875,pre-DN-VNC,no official annotation,85,"array([0.61660857, 0.74340727])"
344,20151537,left,12474815,pre-DN-VNC,no official annotation,78,"array([0.6450509 , 0.76777125])"
345,8370111,right,10323628,PN,respiratory 2nd_order PN,76,"array([0.6148897 , 0.78057161])"
346,2670619,right,6604203,DN-SEZ,no official annotation,52,"array([0.71518434, 0.81852272])"
347,7422253,right,2979675,pre-DN-VNC,no official annotation,48,"array([0.67931303, 0.85135203])"
348,18639459,right,8253620,pre-DN-VNC,no official annotation,46,"array([0.67689081, 0.83513467])"
349,7467027,right,14519756,pre-DN-VNC,no official annotation,46,"array([0.66750427, 0.8584067 ])"
350,17437719,right,10209260,MB-FBN,FBN-18,47,"array([0.62879441, 0.83126024])"
351,8697453,right,10982951,PN-somato,noci 2nd_order PN,18,"array([0.72224458, 0.84130801])"
352,9241349,right,6633635,PN-somato,noci 2nd_order PN; mechano-Ch 2nd_order PN,27,"array([0.71471889, 0.84409703])"
353,17324637,,-1,,,0,"array([0.66300327, 0.8638348 ])"
354,18655517,right,18656202,PN-somato,noci 2nd_order PN,18,"array([0.71890489, 0.83752121])"
355,20278329,right,11719626,PN-somato,mechano-Ch 2nd_order PN,18,"array([0.72858823, 0.83727233])"
356,2911847,right,10714526,PN-somato,mechano-Ch 2nd_order PN,18,"array([0.73712562, 0.8491247 ])"
357,10660512,,-1,,,0,"array([0.73303536, 0.83371014])"
358,9621307,right,16485518,PN-somato,noci 2nd_order PN,18,"array([0.71831435, 0.84226132])"
359,1137946,right,19919566,PN-somato,mechano-Ch 2nd_order PN,18,"array([0.71947393, 0.8499401 ])"
360,1805406,,-1,,,0,"array([0.73765652, 0.84123302])"
361,20443505,,-1,,,0,"array([0.76097802, 0.82894638])"
362,2885630,right,2910892,PN-somato,mechano-Ch 2nd_order PN,14,"array([0.7481375 , 0.85134578])"
363,17019327,right,11409587,CN,mechano-II/III 2nd_order PN,61,"array([0.60884774, 0.84093277])"
364,9287906,right,5091874,MB-FBN,FB2N-15,66,"array([0.63791581, 0.85219743])"
365,11528017,right,12233237,MB-FBN,FB2N-1,67,"array([0.60568409, 0.84486779])"
366,11409587,left,17019327,CN,mechano-II/III 2nd_order PN,61,"array([0.60706   , 0.83913093])"
367,16848475,left,17980792,MB-FBN,FB2N-17,66,"array([0.61893005, 0.84825188])"
368,15566333,left,15568333,CN,PL-6,61,"array([0.60259959, 0.8446395 ])"
369,17425996,right,12667895,PN-somato,noci 2nd_order PN,47,"array([0.64896855, 0.84629874])"
370,17360076,left,15655801,pre-DN-VNC,no official annotation,52,"array([0.69272374, 0.87161687])"
371,8712361,right,17150791,MB-FBN,CN-10; FAN-2,64,"array([0.60230365, 0.83321155])"
372,3814651,left,15732471,LHN,no official annotation,56,"array([0.61886886, 0.8669496 ])"
373,17423412,left,13038489,LHN,no official annotation,56,"array([0.61376776, 0.85498652])"
374,17434825,left,16485079,LN,Multiglomerular PN 4; LHN-11; CN-47,32,"array([0.59159906, 0.84602033])"
375,3044500,left,6317793,DN-SEZ,no official annotation,66,"array([0.66633556, 0.81892484])"
376,17096642,left,16751955,MB-FFN,FFN-28,67,"array([0.61134033, 0.87070555])"
377,5745110,left,4127926,pre-DN-VNC,no official annotation,48,"array([0.68952491, 0.84162991])"
378,20812872,,-1,,,0,"array([0.70673542, 0.87244263])"
379,7719118,right,11037238,LHN,noci 2nd_order PN,46,"array([0.69684488, 0.81939205])"
380,5030808,left,10831005,LN,no official annotation,10,"array([0.5544858 , 0.87178124])"
381,3410506,left,3893195,sensory,olfactory,2,"array([0.51675299, 0.86281355])"
382,4116174,right,10865025,DN-SEZ,FFN-39,10,"array([0.56674307, 0.8886636 ])"
383,3768025,left,2584838,sensory,olfactory,2,"array([0.53721955, 0.88157712])"
384,7941652,left,8198416,LN,_broad D1,10,"array([0.54452234, 0.86217161])"
385,17844900,left,18598859,LN,no official annotation,22,"array([0.56606688, 0.87360456])"
386,6340439,left,4076389,sensory,olfactory,2,"array([0.52273588, 0.86361173])"
387,3694515,left,3896629,sensory,olfactory,2,"array([0.5210655 , 0.85773138])"
388,3708875,left,3872653,sensory,olfactory,2,"array([0.52635536, 0.86881737])"
389,10555409,left,5247102,LN,no official annotation,10,"array([0.55177113, 0.8803517 ])"
390,4247099,right,8273369,LN,no official annotation,10,"array([0.56515955, 0.89255456])"
391,15681740,left,15589411,sensory,gustatory-external,3,"array([0.54996411, 0.91067394])"
392,17351780,left,19054481,DN-SEZ,no official annotation,5,"array([0.54928877, 0.89716333])"
393,9761454,right,3814701,DN-SEZ,no official annotation,38,"array([0.61943183, 0.86132271])"
394,10865025,left,4116174,DN-SEZ,FFN-39,10,"array([0.55801026, 0.89374259])"
395,8274021,left,11051276,LN,no official annotation,10,"array([0.55797248, 0.87076452])"
396,3511996,left,3958234,sensory,olfactory,1,"array([0.53141768, 0.87085293])"
397,40045,left,3954014,sensory,olfactory,2,"array([0.52392656, 0.88116721])"
398,8102935,left,7600311,LN,no official annotation,10,"array([0.54558476, 0.87210498])"
399,3966683,right,3586984,sensory,gustatory-external,3,"array([0.56684848, 0.92201059])"
400,3158543,left,7719547,sensory,olfactory,2,"array([0.52046197, 0.8846609 ])"
401,3814701,left,9761454,DN-SEZ,no official annotation,38,"array([0.6240629 , 0.86148153])"
402,15674262,left,15556081,sensory,gustatory-external,3,"array([0.57549767, 0.90217109])"
403,8055671,left,5448622,sensory,gustatory-external,5,"array([0.493755  , 0.89280669])"
404,12260696,left,15615589,sensory,gustatory-external,3,"array([0.56415537, 0.91730809])"
405,8198238,right,8311264,LN,no official annotation,10,"array([0.547756  , 0.87947548])"
406,6220384,right,11821320,PN,gustatory-external 2nd_order PN,3,"array([0.52697032, 0.85234558])"
407,11051276,right,8274021,LN,no official annotation,10,"array([0.5648878 , 0.88427008])"
408,17068730,,-1,,,0,"array([0.56930738, 0.84043415])"
409,3805641,right,8877795,LN,no official annotation,1,"array([0.56804052, 0.89757423])"
410,3872653,right,3708875,sensory,olfactory,2,"array([0.53330901, 0.90040466])"
411,4017089,right,5116147,sensory,gustatory-external,4,"array([0.50788425, 0.92729602])"
412,15588691,right,15689373,sensory,gustatory-external,3,"array([0.55785739, 0.89816733])"
413,15506094,right,15995929,sensory,gustatory-pharyngeal,4,"array([0.54833456, 0.92619946])"
414,9585036,right,19045334,LHN,no official annotation,47,"array([0.62565824, 0.8212842 ])"
415,17295912,left,16353832,MBIN,MBIN-b2,57,"array([0.60892525, 0.82892263])"
416,12325227,left,9507904,PN-somato,FFN-29; noci 2nd_order PN,43,"array([0.66353752, 0.85377607])"
417,16799809,,-1,,,0,"array([0.67596526, 0.84539958])"
418,13369670,right,14434314,LHN,no official annotation,53,"array([0.61998775, 0.84306924])"
419,4101295,right,17776906,LN,no official annotation,28,"array([0.59567655, 0.87151487])"
420,8253413,right,7107433,PN,45b PN; uPN; olfactory 2nd_order PN,12,"array([0.55772653, 0.86003828])"
421,12842593,right,11853038,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,35,"array([0.60653527, 0.86756971])"
422,8254894,right,8012953,PN,Unknown PN 2; gustatory-external 2nd_order PN,17,"array([0.59340644, 0.88163448])"
423,15639216,left,15639331,pre-DN-SEZ,no official annotation,35,"array([0.6395726 , 0.85386083])"
424,16318521,right,12478620,PN,gustatory-pharyngeal 2nd_order PN,64,"array([0.59599877, 0.85131893])"
425,3009700,right,3048606,DN-VNC,no official annotation,50,"array([0.69223443, 0.8442266 ])"
426,4393350,right,17360254,PN-somato,noci 2nd_order PN,18,"array([0.72348422, 0.82555403])"
427,1141813,right,16490014,PN-somato,noci 2nd_order PN,14,"array([0.73738306, 0.8017361 ])"
428,11263687,left,6692908,PN-somato,noci 2nd_order PN,18,"array([0.72436054, 0.85363768])"
429,8821758,right,17729424,PN-somato,noci 2nd_order PN,14,"array([0.74216718, 0.8159332 ])"
430,11813287,right,16058860,KC,KC,30,"array([0.55340991, 0.81492291])"
431,17897298,,-1,,,0,"array([0.74179706, 0.82956353])"
432,10725068,right,16059134,pre-DN-VNC,no official annotation,27,"array([0.72459376, 0.83339734])"
433,8313802,,-1,,,0,"array([0.72108944, 0.83042134])"
434,10683313,right,11717001,PN-somato,mechano-Ch 2nd_order PN,18,"array([0.73336621, 0.8420525 ])"
435,16472086,left,16433177,PN-somato,mechano-Ch 2nd_order PN,26,"array([0.69094923, 0.85951198])"
436,16666673,right,12367135,pre-DN-VNC,no official annotation,14,"array([0.75431389, 0.81805146])"
437,3235409,,-1,,,0,"array([0.65983998, 0.86796008])"
438,9422291,right,17165621,PN-somato,noci 2nd_order PN; mechano-Ch 2nd_order PN,27,"array([0.71144897, 0.8465774 ])"
439,9530532,right,16594752,PN-somato,noci 2nd_order PN,26,"array([0.70002667, 0.82897451])"
440,2881070,right,20343986,PN-somato,noci 2nd_order PN,18,"array([0.71237191, 0.82746493])"
441,19857577,right,12366224,pre-DN-VNC,no official annotation,23,"array([0.73825729, 0.81143647])"
442,17360042,,-1,,,0,"array([0.6914586 , 0.86731343])"
443,17588623,,-1,,,0,"array([0.67799336, 0.87017935])"
444,15023987,right,9822593,pre-DN-VNC,no official annotation,26,"array([0.69551535, 0.86178976])"
445,20106468,,-1,,,0,"array([0.70743911, 0.86766742])"
446,17827115,,-1,,,0,"array([0.67248448, 0.86731964])"
447,10739296,,-1,,,0,"array([0.71518617, 0.86445818])"
448,2842451,,-1,,,0,"array([0.72453141, 0.8511425 ])"
449,3844799,right,12617396,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,47,"array([0.62251633, 0.87970223])"
450,13045287,,-1,,,0,"array([0.60289164, 0.87251665])"
451,4346154,,-1,,,0,"array([0.61869474, 0.82442458])"
452,3272218,,-1,,,0,"array([0.65180374, 0.84003285])"
453,4515496,,-1,,,0,"array([0.62493383, 0.79026047])"
454,8711574,right,16100461,LHN,no official annotation,47,"array([0.62624021, 0.84406614])"
455,15409328,right,15590761,sensory,gustatory-pharyngeal,5,"array([0.59771447, 0.92052068])"
456,15638932,right,15686444,pre-DN-VNC,no official annotation,38,"array([0.64525649, 0.87053829])"
457,16260741,right,17696578,LHN,no official annotation,38,"array([0.62865502, 0.87734461])"
458,2920554,right,3820148,LN,PL-5,35,"array([0.63364461, 0.87030169])"
459,8813113,right,3946569,LHN,no official annotation,38,"array([0.63056356, 0.89831958])"
460,9792178,left,2920061,LN,PL-4,38,"array([0.62395828, 0.89232893])"
461,4679139,right,5261424,PN,mPN; mPN iACT A2; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,22,"array([0.60549601, 0.88459061])"
462,8812078,right,9971209,LN,no official annotation,22,"array([0.59302276, 0.89263952])"
463,13986477,right,14514597,LHN,LHN-5,38,"array([0.60949022, 0.86328105])"
464,17360593,right,17244655,LHN,no official annotation,28,"array([0.5972834 , 0.89828831])"
465,15998100,left,15458316,sensory,gustatory-pharyngeal,5,"array([0.57332202, 0.92978012])"
466,5326407,right,17315288,pre-DN-SEZ,no official annotation,69,"array([0.58548217, 0.78867142])"
467,17107661,right,8838927,MB-FFN,FFN-32,47,"array([0.64488992, 0.81893439])"
468,3251140,,-1,,,0,"array([0.72628024, 0.84732455])"
469,17223685,left,8880781,DN-VNC,no official annotation,18,"array([0.70277971, 0.85696288])"
470,11286854,left,8942413,PN-somato,mechano-Ch 2nd_order PN,14,"array([0.75882833, 0.86451985])"
471,17729424,left,8821758,PN-somato,noci 2nd_order PN,14,"array([0.75331939, 0.8686086 ])"
472,12366224,left,19857577,pre-DN-VNC,no official annotation,23,"array([0.7575831 , 0.83498909])"
473,2652641,,-1,,,0,"array([0.75054211, 0.8802968 ])"
474,19120853,right,4595609,ascending,mechano-II/III,56,"array([0.65622417, 0.88671474])"
475,11291344,right,3795424,sensory,respiratory,20,"array([0.66397023, 0.95434329])"
476,9503203,right,9835169,sensory,respiratory,51,"array([0.65151553, 0.93387552])"
477,10852875,right,8005609,sensory,respiratory,20,"array([0.68303365, 0.95367062])"
478,891237,right,19120772,sensory,respiratory,20,"array([0.72426521, 0.96147693])"
479,8311264,left,8198238,LN,no official annotation,10,"array([0.53915949, 0.8599933 ])"
480,2611805,left,2582391,sensory,olfactory,2,"array([0.53300117, 0.8664893 ])"
481,8877795,left,3805641,LN,no official annotation,1,"array([0.5510743, 0.8861683])"
482,5090549,left,3813723,sensory,olfactory,2,"array([0.52022685, 0.86751368])"
483,5093516,left,4023881,sensory,thermo-warm,2,"array([0.5062994 , 0.86320267])"
484,7939979,left,8198317,LN,no official annotation,10,"array([0.54568796, 0.8682874 ])"
485,3771794,left,7658146,sensory,olfactory,2,"array([0.52612205, 0.86069202])"
486,12882387,left,7563413,LN,no official annotation,3,"array([0.54759573, 0.90188718])"
487,11745381,left,15653432,sensory,gustatory-external,3,"array([0.56690849, 0.90302033])"
488,7939890,left,6557581,LN,no official annotation,10,"array([0.54009971, 0.86286779])"
489,11821320,left,6220384,PN,gustatory-external 2nd_order PN,3,"array([0.51851187, 0.85041787])"
490,5116147,left,4017089,sensory,gustatory-external,4,"array([0.49145468, 0.88196101])"
491,15615589,right,12260696,sensory,gustatory-external,3,"array([0.59330036, 0.92081352])"
492,3199456,right,3054101,sensory,gustatory-pharyngeal,3,"array([0.57905931, 0.92229372])"
493,9753530,right,17140424,CN,no official annotation,64,"array([0.60641887, 0.84187923])"
494,15653432,right,11745381,sensory,gustatory-external,3,"array([0.5778601 , 0.93149868])"
495,16259595,left,8246081,PN,67b PN; uPN; olfactory 2nd_order PN,12,"array([0.56514604, 0.84831198])"
496,4876704,,-1,,,0,"array([0.56961443, 0.83700035])"
497,12813847,right,17361757,LHN,CN-27,47,"array([0.63633523, 0.82145512])"
498,16795524,right,16795838,PN,mPN; mPN iACT bilateral UPPER; Multiglomerular PN 1; mPN; olfactory 2nd_order PN; thermo-warm 2nd_order PN,10,"array([0.56604149, 0.85879914])"
499,13858797,right,14333495,LHN,LHN-9; CN-45,32,"array([0.60283399, 0.82831481])"
500,13986583,right,6494274,LHN,LHN-1,38,"array([0.6114178 , 0.86652503])"
501,11210000,right,8238322,LHN,LHN-2,41,"array([0.60912346, 0.86888436])"
502,18644088,right,21300466,pre-DN-SEZ,no official annotation,62,"array([0.64802316, 0.81848305])"
503,11178891,right,16486385,LN,LHN-10; CN-46,32,"array([0.588878  , 0.85066201])"
504,17980792,right,16848475,MB-FBN,FB2N-17,66,"array([0.62532639, 0.84680319])"
505,11018254,left,15480928,MB-FBN,CN-13; FBN-6,75,"array([0.6196661 , 0.83376419])"
506,17658927,,-1,,,0,"array([0.64534626, 0.84073433])"
507,11714576,right,7168356,pre-DN-VNC,no official annotation,22,"array([0.61672488, 0.84548515])"
508,15605987,right,5118060,LHN,mechano-Ch 2nd_order PN,43,"array([0.64602016, 0.85018875])"
509,7313896,left,8135412,MB-FFN,FFN-19,38,"array([0.64304694, 0.83840864])"
510,13038489,right,17423412,LHN,no official annotation,56,"array([0.61884901, 0.85642656])"
511,3913613,right,11782821,LN,no official annotation,32,"array([0.6021991 , 0.83996719])"
512,9747710,right,3991518,PN,Thermo PN 3; tPN; thermo-cold 2nd_order PN,17,"array([0.56021558, 0.8853134 ])"
513,7026287,left,7980369,MB-FBN,FBN-23,75,"array([0.59289594, 0.80935237])"
514,9428865,left,13674287,pre-DN-VNC,no official annotation,66,"array([0.62235364, 0.82747325])"
515,5321459,left,10809383,MB-FBN,CN-43; FBN-14,64,"array([0.5987087 , 0.81660105])"
516,12356747,left,19857573,MB-FFN,FFN-11,53,"array([0.6113447 , 0.83485177])"
517,11051740,left,7421507,MB-FFN,FFN-13,53,"array([0.61377173, 0.84079871])"
518,10163418,right,8877158,MBON,MBON-a1,59,"array([0.57293908, 0.79937609])"
519,8864785,left,4617479,MB-FBN,FBN-7,79,"array([0.62110636, 0.80107635])"
520,2966602,left,12704069,MB-FBN,CN-21; FBN-4,75,"array([0.59777609, 0.83723559])"
521,16978882,left,14127447,MB-FFN,FFN-15,77,"array([0.62482567, 0.82662019])"
522,4620453,right,-1,LN,no official annotation,17,"array([0.55915357, 0.88823208])"
